user_input,retrieved_contexts,response,reference,context_precision,context_recall,faithfulness,answer_relevancy
Can the agent's strategy be randomized in this model?,"['Extra care is needed when dealing with randomized strategies of the agent. See details in Appendix C.3.', '# Generalized Principal-Agent Problem with a Learning Agent[∗]', '- A randomized strategy ρ: for each signals s, the agent can take a randomized action. The expected utility of ρ is at most δ-worst than the best strategy ρ[∗] . \n\n**==> picture [341 x 14] intentionally omitted <==**\n\n**==> picture [368 x 14] intentionally omitted <==**\n\nOur model of approximately-best-responding agent includes, for example, two other models in the Bayesian persuasion literature that also relax the agent’s Bayesian rationality assumption: the quantal response model (proposed by McKelvey and Palfrey (1995) in normal-form games and studied by Feng et al. (2024) in Bayesian persuasion) and a model where the agent makes mistakes in Bayesian update (de Clippel and Zhang, 2022).', '2.2 Learning Agent \n\nNow we define the model of generalized principal-agent problem with a learning agent. The game is repeated for T rounds. Unlike the above static model, the principal now does not commit to its strategy π[t] every round. The agent does not know the strategy π[t] or the decision x[t] of the principal at each round. Instead, the agent uses some adaptive algorithm to learn from history which action to take in response to each possible signal. We allow the agent’s strategy to be randomized.', 'Here, we allow the agent to approximately best respond. Let δ ≥ 0 be a parameter. We define two types of δ-best-responding strategies for the agent: deterministic and randomized. \n\n- A deterministic strategy ρ: for each signal s ∈ S, the agent takes an action a that is δ-optimal for xs. Denote this set of strategies by Dδ(π): \n\n**==> picture [360 x 13] intentionally omitted <==**']","Yes, the agent's strategy can be randomized in this model.","Yes, we allow the agent's strategy to be randomized.",0.99999999998,1.0,1.0,0.9999999999999997
Does the model of the generalized principal-agent problem involve Stackelberg games?,"['2 Generalized Principal-Agent Problem with a Learning Agent \n\nThis section defines our model, generalized principal-agent problem with a learning agent. This model includes Stackelberg games, contract design, and Bayesian persuasion with learning agents.', 'Our contributions. Our work defines a general model of principal-agent problems with a learning agent, answering all questions (1) - (3). For (1), we show that the principal’s utility is bounded around the Stackelberg value U[∗] in all generalized principal-agent problems where the agent does not have private information but the principal can be privately informed. In particular, this includes complete-information games like Stackelberg games and contract design, as well as Bayesian persuasion where the sender/principal privately observes the state of the world', '2.1 Generalized Principal-Agent Problem', 'Generalized principal-agent problem, proposed by Myerson (1982); Gan et al. (2024), is a general model that includes auction design, contract design, Stackelberg games, and Bayesian persuasion. While Myerson (1982) and Gan et al. (2024) allow the agent to have private information, our model assumes an agent with no private information. There are two players in a generalized principalagent problem: a principal and an agent. The principal has a convex, compact decision space X and the agent has a finite action set A. The principal and the agent have utility functions u, v : X × A → R. We assume that u(x, a), v(x, a) are linear in x ∈X , which is satisfied by all the examples of generalized principal-agent problems we will consider (Bayesian persuasion, Stackelberg games, contract design)', '# Generalized Principal-Agent Problem with a Learning Agent[∗]']","Yes, the model of the generalized principal-agent problem involves Stackelberg games.",Yes.,0.9166666666361111,1.0,1.0,1.0
Does the sender observe the state of the world before sending a signal?,"['that maps each signal s ∈ S to a distribution over actions ρ[t] (s) ∈ ∆(A). \n\n- (2) The sender chooses a signaling scheme π[t] : Ω → ∆(S). \n\n- (3) A state of the world ω[t] ∼ μ0 is realized, observed by the sender but not the receiver. The sender sends signal s[t] ∼ π[t] (ω[t] ) to the receiver. The receiver draws action a[t] ∼ ρ[t] (s). \n\n- (4) The sender obtains utility u[t] = u(ω[t] , a[t] ) and the receiver obtains utility v[t] = v(ω[t] , a[t] ).[a]', 'Proof. In the first T/2 rounds, the receiver finds that signal 1 corresponds to state A so he will take action L with high probability when signal 1 is sent; signal 2 corresponds to B so he will take action M with high probability. In this phase, the sender obtains utility ≈ 0 per round. At the end of this phase, for signal 1, the receiver accumulates utility ≈[T] 2 12 √γ =[T] 4 √γ for action L. For 1 signal 2, the receiver accumulates utility ≈[T] 2 2[·][ 1 =][T] 4[for][action][M.] In the remaining T/2 rounds, the following will happen:', 'Bayesian persuasion as a generalized principal-agent problem. There are two players in Bayesian persuasion: a sender (principal) and a receiver (agent). There are a finite set Ωof states of the world, a signal set S, an action set A, a prior distribution μ0 ∈ ∆(Ω) over the states, and utility functions u, v : Ω × A → R for the sender and the receiver. When the state is ω ∈ Ωand the receiver takes action a ∈ A, the sender and the receiver obtain utility u(ω, a), v(ω, a), respectively. Both players know μ0, but only the sender has access to the realized state ω ∼ μ0. The sender commits to some signaling scheme π : Ω → ∆(S), mapping any state to a probability distribution over signals, to partially reveal information about the state w to the receiver', 'In the classic model, after receiving a signal s ∈ S, the receiver will form the posterior belief μs ∈ ∆(Ω) about the state: μs(ω) =[μ][0][(][ω][)] π[π] s[(][s][|][ω][)] , where πs = ω∈Ω[μ][0][(][ω][)][π][(][s][|][ω][) is the total][probability that signal][ s][ is sent,][and] take an optimal action with respect to μs, i.e., as ∈ arg maxa∈A ω∈Ω[μ][s][(][ω][)][v][(][ω, a][).][The][sender] aims to find a signaling scheme to maximizde its expected utility E[u(ω, as)].', '- For signal 1, the receiver finds that the state is now B, so the utility of action L decreases by 1 every time signal 1 is sent. Because the utility of L accumulated in the first phase was ≈[T] 4 √γ, after ≈[T] 4 √γ rounds in second phase the utility of L should decrease to below 0, and the receiver will no longer play L (with high probability) at signal 1. The receiver will not play M at signal 1 in most of the second phase either, because there are more A states than B states at signal 1 historically. So, the receiver will play action R most times, roughly T 4[−][T] 4 √γ rounds. This gives the sender a total utility of ≈ ([T] 4[−][T] 4 √γ) · 2 =[T] 2[−][O][(][T][√] γ).']","Yes, the sender observes the state of the world before sending a signal.","Yes, the sender observes the state of the world $\omega^{t}$ before sending a signal.",0.99999999998,1.0,1.0,0.9999999999999997
"Is it possible for a principal to achieve more than the ""maxmax"" objective with certain learning algorithms?","['# Generalized Principal-Agent Problem with a Learning Agent[∗]', 'In this section, we reduce the generalized principal-agent problem with a learning agent to the problem with an approximately-best-responding agent. We show that, if the agent uses contextual no-regret learning algorithms, then the principal can obtain an average utility that is at least the “maxmin” approximate-best-response objective OBJR CReg(T )/T (to be defined below). On the other hand, if the agent does contextual no-swap-regret learning, then the principal cannot do better R than the “maxmax” approximate-best-response objective OBJ CSReg(T )/T . In addition, if the agent uses some learning algorithms that are no-regret but not no-swap-regret, the principal can R sometimes do better than the “maxmax” objective OBJ CSReg(T )/T .', 'Theorem 3.4. Against a contextual no-swap-regret learning agent, the principal cannot obtain 1 T R[�] CSReg(T ) utility more than T[E] ��t=1[u][(][x][t][, a][t][)] � ≤ OBJ T �, even if the principal knows the agent’s learning algorithm and chooses π[t] based on ρ[t] .', 'We assume that the principal knows the utility functions u and v of both players, and has some knowledge about the agent’s learning algorithm (which will be specified later). The principal’s goal T is to maximize the expected average utility T[1][E] t=1[u][(][x][t][, a][t][)][.] \n\nCompared with the static model in Section 2.1 where the principal moves before the agent, we flip the decision-making order of the principal and the agent in the learning model: the agent', 'Three natural questions then arise: (1) What is the largest class of principal-agent problems under which the agent’s no-swap-regret learning can cap the principal’s utility at the Stackelberg value U[∗] +o(1)? (2) In cases where the principal’s optimal utility against a learning agent is bounded by [U[∗] − o(1), U[∗] + o(1)], what is the exact magnitude of the o(1) terms? (3) Instead of analyzing games like Stackelberg games and contract design separately, can we analyze all principal-agent problems with learning agents in a unified way?']","Yes, the principal can sometimes do better than the ""maxmax"" objective with some learning algorithms that are no-regret but not no-swap-regret.","Yes, if the agent uses some learning algorithms that are no-regret but not no-swap-regret, then sometimes the principal can do better than the ""maxmax"" objective $\overline{\mathrm{OBJ}}^{\mathcal{R}}(\operatorname{CSReg}(T) / T)$.",0.99999999998,1.0,1.0,0.9727315925161046
Is it possible for an agent to have zero swap regret using a contextual no-swap-regret algorithm?,"['Theorem 3.4. Against a contextual no-swap-regret learning agent, the principal cannot obtain 1 T R[�] CSReg(T ) utility more than T[E] ��t=1[u][(][x][t][, a][t][)] � ≤ OBJ T �, even if the principal knows the agent’s learning algorithm and chooses π[t] based on ρ[t] .', '3.3 Agent’s No-Swap-Regret Learning: Upper Bound on Principal’s Utility \n\nAs we mentioned in Section 2.2, the fact that the principal moves after the learning agent in each round gives the principal a possibility to exploit the agent to do better than U[∗] . However, exploiting the agent in a single round may cause the agent to learn a bad strategy for the principal in later rounds. It turns out that, if the agent’s learning algorithm satisfies the contextual no-swap-regret property, then the principal cannot exploit the agent in the long run. Formally:', 'Before presenting the full proof of this theorem, we give the high level idea of the proof. The key idea is to think of the signal s[t] ∼ π[t] from the principal and the action a[t] ∼ ρ[t] (s[t] ) recommended by the agent’s learning algorithm together as a joint signal (s[t] , a[t] ) from some hypothetical signaling scheme π[′] . In response to π[′] , the agent takes the action a[t] recommended by the algorithm, namely using the mapping (s[t] , a[t] ) �→ a[t] as his strategy. A contextual no-swap-regret algorithm guarantees that the agent is at most[CSReg(] T[T][)] worse compared to using the strategy d[∗] : S × A → A that best responds to π[′] . So, the agent’s overall strategy is a[CSReg(] T[T][)] -approximate best response to π[′]', 'Contextual no-regret is implied by contextual no-swap-regret because the latter has a larger set of deviation functions. Contextual no-(swap-)regret algorithms are known to exist under bandit feedback. In fact, they can be easily constructed by running an ordinary no-(swap-)regret algorithm for each context independently. Formally: \n\nProposition 2.1. There exist learning algorithms with contextual regret CReg(T ) = O(�|A||S|T ) and contextual swap-regret CSReg(T ) = O(|A|�|S|T ). They can be constructed by running an ordinary no-(swap-)regret multi-armed bandit algorithm for each context independently. \n\nSee Appendix A for a proof of this Proposition. \n\n> 2A function f (T ) = o(T ) means f (TT ) → 0 as T → +∞. So, the average regret[CReg(] T[T][ )] → 0.', 'First, the intuition that a no-regret learning agent is approximately best responding is true only when the principal uses a fixed strategy throughout the interactions with the agent. If the principal uses time-varying strategies, then a no-regret agent is not necessarily approximately best responding to the “average” strategy of the principal across T periods, while a no-swap-regret agent is still approximately best responding. This is because a no-swap-regret algorithm ensures that, whenever the algorithm recommends some action a[t] at a period t, it is almost optimal for the agent to take the recommended action a[t] . But a no-regret algorithm only ensures the agent to not regret when comparing to taking any fixed action in all T periods']",I cannot answer this based on the provided context.,"No, but a contextual no-swap-regret algorithm guarantees that the agent is at most \(\frac{\operatorname{CSReg}(T)}{T}\) worse compared to using an optimal strategy.",0.99999999998,1.0,0.0,0.0
Is the probability that the receiver chooses any not $\gamma$-approximately optimal action at most $\frac{1}{\lambda}$?,"['B.1 Proof of Example 3.1 \n\nConsider the quantal response model. Let γ =[log(][|] λ[A][|][λ][)] . Given signal s, with posterior μs, we say an action a ∈ A is not γ-optimal for posterior μs if \n\n**==> picture [111 x 12] intentionally omitted <==**\n\nwhere a[∗] s[is an optimal action][for][ μ][s][.][The probability that the receiver chooses not][ γ][-optimal action] a is at most: \n\n**==> picture [353 x 57] intentionally omitted <==**\n\nBy a union bound, the probability that the receiver chooses any not γ-approxiamtely optimal action is at most[1][So,][the][expected][loss][of][utility][of][the][receiver][due][to][not][taking][the][optimal][action][is] λ[.] at most \n\n**==> picture [165 x 24] intentionally omitted <==**', 'Clearly, the receiver’s best response ρ[∗] is to take action a with certainty if and only if μs > 2[1][,][with] expected utility \n\n**==> picture [305 x 30] intentionally omitted <==**\n\nTo find OBJR(δ) = supπ minρ∈Rδ (π) U (π, ρ), we fix any π and solve the inner optimization problem (minimizing the sender’s utility) regarding ρ: \n\n**==> picture [384 x 78] intentionally omitted <==**\n\nWithout loss of generality, we can assume that the solution ρ satisfies ρ(a|s) = 0 whenever μs ≤[1] 2 (if ρ(a|s) > 0 for some μs ≤ 2[1][, then making][ ρ][(][a][|][s][) to be 0 can decrease the objective][ �] s∈S[π][s][ρ][(][a][|][s][)] while still satisfying the constraint). So, the optimization problem can be simplified to: \n\n**==> picture [322 x 117] intentionally omitted <==**', 'Example 3.1. Assume that the receiver’s utility is in [0, 1]. In Bayesian persuasion, the following strategies of the receiver are δ-best-responding (see Appendix B.1 for a proof): \n\n- Quantal response: given signal s ∈ S, the agent chooses action a ∈ A with probability exp(λv(μs ,a))[with][λ >][ 0][.][This][strategy][belongs][to][R][δ][(][π][)][with][δ][=][1+log(][|][A][|][λ][)] . \n\n- �a[′] ∈A[exp(][λv][(][μ][s][,a][′][))][,] λ \n\n- Inaccurate belief: given signal s ∈ S, the agent forms some posterior μ[′] s[that][is][different][yet] close to the true posterior μs in total variation distance dTV(μ[′] s[, μ][s][)][ ≤][ε][.][The][agent][picks][an] optimal action for μ[′] s[.][This][strategy][belongs][to][D][2][ε][(][π][)][.]', '- For signal 1, the receiver finds that the state is now B, so the utility of action L decreases by 1 every time signal 1 is sent. Because the utility of L accumulated in the first phase was ≈[T] 4 √γ, after ≈[T] 4 √γ rounds in second phase the utility of L should decrease to below 0, and the receiver will no longer play L (with high probability) at signal 1. The receiver will not play M at signal 1 in most of the second phase either, because there are more A states than B states at signal 1 historically. So, the receiver will play action R most times, roughly T 4[−][T] 4 √γ rounds. This gives the sender a total utility of ≈ ([T] 4[−][T] 4 √γ) · 2 =[T] 2[−][O][(][T][√] γ).', 'Consider inaccurate belief. Given signal s, the receiver has belief μ[′] s[with total variation distance] dTV(μ[′] s[, μ][s][)][ ≤][ε][to][the][true][posterior][μ][s][.][For][any][action][a][ ∈][A][,][the][difference][of][expected][utility][of] action a under beliefs μ[′] s[and][μ][s][is][at][most][ε][:] \n\n**==> picture [246 x 15] intentionally omitted <==**\n\nSo, the optimal action for μ[′] s[is][a][2][ε][-optimal][action][for][μ][s][.][This][means][that][the][receiver][strategy] is a deterministic 2ε-best-responding strategy.']",I cannot answer this based on the provided context.,Yes.,0.8041666666465626,0.0,0.0,0.0
Is there an upper bound for payments to agents in contract design?,"['The second remedy is to write contract design as a generalized principal-agent problem in ̃ another way. Let x = ( ̃x(a))a∈A ∈ [0, +∞][|][A][|] be a vector recording the expected payment from the principal to the agent for each action a ∈ A: \n\n**==> picture [84 x 34] intentionally omitted <==**\n\n ̃ ̃ And let r(a) be the expected reward of action a, r(a) =[�][d] i=1[p][ai][r][i][.][Then,][the][principal][and][the] agent’s utility can be rewritten as functions of x ̃ and a: \n\n**==> picture [210 x 13] intentionally omitted <==**\n\nwhich are linear (strictly speaking, affine) in x ̃ ∈ X[ ̃] . Assuming bounded reward |r ̃(a)| ≤ R, we can without loss of generality assume that the expected payment x ̃(a) is bounded by R as well, because', 'x = (x(i))[d] i=1[∈][[0][,][ +][∞][]][d][is][a][vector][that][specifies][the][payment][to][the][agent][for][each][possible] outcome. So, if the agent takes action a under contract x, the principal obtains expected utility \n\n**==> picture [124 x 33] intentionally omitted <==**\n\nand the agent obtains v(x, a) =[�][d] i=1[p][ai][x][(][i][)][−][c][a][,][where][c][a][≥][0][is][the][cost][of][action][a][∈][A][for] the agent. The signal s can (but not necessarily) be an action that the principal recommends the agent to take. The principal’s decision space X ⊆ [0, +∞][d] in contract design, however, may be unbounded and violate the requirement of bounded diameter diam(X ) that we need. We have two remedies for this.', 'The first remedy is to require the principal’s payment to the agent be upper bounded by some constant P < +∞, so 0 ≤ x(i) ≤ P and X = [0, P ][d] . Under this requirement and the assumption of bounded reward |ri| ≤ R, the principal’s utility becomes bounded by |u(x, a)| ≤[�][d] i=1[p][ai][(][R][+][P][) =] R + P = B and (L = 1)-Lipschitz under l∞-norm: \n\n**==> picture [412 x 33] intentionally omitted <==**\n\nAnd the diameter of X is bounded by (under l∞-norm) \n\n**==> picture [338 x 24] intentionally omitted <==**\n\nNow, we can apply the theorem for unconstrained generalized principal-agent problems (Theorem 4.2) and the theorems for learning agent (Theorem 3.1 and Theorem 3.4) to obtain:', 'Corollary 5.4 (Contract design (with bounded payment) with a learning agent). Suppose T is sufficiently large such that[CReg(] T[T][)] < 2(RP G+P )[and][CSReg(] T[T][)] < G, then: \n\n- T \n\n- • with a contextual no-regret learning agent, the principal can obtain utility at least T[1][E] ��t=1[u][(][x][t][, a][t][)] � ≥ OBJR[�][CReg(] T[T][)] � ≥ U[∗] − 2� 2(R+GP )P � CReg(T T ) . \n\n- with contextual a no-swap-regret learning agent, the principal cannot obtain utility more than 1 T D[�] CSReg(T ) CSReg(T ) T[E] ��t=1[u][(][x][t][, a][t][)] � ≤ OBJ T � ≤ U[∗] + G[P] T .', 'In contract design, where a principal specifies an outcome-dependent payment scheme to incentivize the agent to take certain actions, the agent has to know the action-dependent outcome distribution in order to best respond to the contract. Requiring strong rationality assumptions, the best-responding behavior is often observed to be violated in practice (Camerer, 1998; Benjamin, 2019).']","Yes, there is an upper bound for payments to agents in contract design, which can be required to be upper bounded by some constant P < +∞, so that 0 ≤ x(i) ≤ P.","Yes, one remedy requires that payments to agents be upper bounded by some constant $P<+\infty$.",0.99999999998,1.0,1.0,1.0000000000000002
What is the range of the principal's achievable utility in generalized principal-agent problems with a contextual no-swap-regret learning agent?,"['In this section, we reduce the generalized principal-agent problem with a learning agent to the problem with an approximately-best-responding agent. We show that, if the agent uses contextual no-regret learning algorithms, then the principal can obtain an average utility that is at least the “maxmin” approximate-best-response objective OBJR CReg(T )/T (to be defined below). On the other hand, if the agent does contextual no-swap-regret learning, then the principal cannot do better R than the “maxmax” approximate-best-response objective OBJ CSReg(T )/T . In addition, if the agent uses some learning algorithms that are no-regret but not no-swap-regret, the principal can R sometimes do better than the “maxmax” objective OBJ CSReg(T )/T .', '6 Discussion \n\nIn summary, our work provides an explicit characterization of the principal’s achievable utility in generalized principal-agent problems with a contextual no-swap-regret learning agent. It is an asymmetric range �U[∗] − O(� CSReg(T T ) ), U[∗] + O([CSReg(] T[T][)] )�. We show that this conclusion holds in all generalized principal-agent problems where the agent does not have private information, in particular including Bayesian persuasion where the principal is privately informed. As we mentioned in the Introduction, the upper bound U[∗] + O([CSReg(] T[T][)] ) does not hold when the agent has private information or does certain types of no-regret but not no-swap-regret learning. Deriving the exact upper bound in the latter cases is an interesting direction for future work.', 'Theorem 3.4. Against a contextual no-swap-regret learning agent, the principal cannot obtain 1 T R[�] CSReg(T ) utility more than T[E] ��t=1[u][(][x][t][, a][t][)] � ≤ OBJ T �, even if the principal knows the agent’s learning algorithm and chooses π[t] based on ρ[t] .', '3.3 Agent’s No-Swap-Regret Learning: Upper Bound on Principal’s Utility \n\nAs we mentioned in Section 2.2, the fact that the principal moves after the learning agent in each round gives the principal a possibility to exploit the agent to do better than U[∗] . However, exploiting the agent in a single round may cause the agent to learn a bad strategy for the principal in later rounds. It turns out that, if the agent’s learning algorithm satisfies the contextual no-swap-regret property, then the principal cannot exploit the agent in the long run. Formally:', 'For (2) and (3), we provide a unified analytical framework to derive tight bounds on the principal’s achievable utility against a no-regret or no-swap-regret learning agent in all generalized principal-agent problems where the agent does not have private information. Specifically, we explicitly characterize the o(1) difference between the principal’s utility and U[∗] in terms of the agent’s regret.']",The range of the principal's achievable utility in generalized principal-agent problems with a contextual no-swap-regret learning agent is characterized as an asymmetric range \( U[∗] - O(CSReg(T)) \) to \( U[∗] + O(CSReg(T)) \).,"The range is $\left[U^{*}-O\left(\sqrt{\frac{\operatorname{CSReg}(T)}{T}}\right), U^{*}+O\left(\frac{\operatorname{CSReg}(T)}{T}\right)\right]$.",0.99999999998,1.0,1.0,1.0000000000000002
What type of algorithm does the agent use to decide on actions?,"['|(1)|Using some algorithm that learns from history (including signals, actions, and utility feed-|Using some algorithm that learns from history (including signals, actions, and utility feed-|\n|---|---|---|\n||back in the past, described in details later), the agent chooses a strategy ρt : S|→∆(A)|\n||that maps each possible signal s∈S to a distribution over actions ρt(s)∈∆(A).||\n|(2)|The principal chooses a strategy πt = {(πt<br>s, xt<br>s)}s∈S, which is a distribution over|signals S|\n||and a decision xt<br>s ∈X associated with each signal.||\n|(3)|Nature draws signal st ∼πt and reveals it. The principal makes decision xt =|xt<br>st. The|\n||agent draws action at ∼ρt(st).||\n|(4)|The principal and the agent obtain utility ut = u(xt, at) and vt = v(xt, at). The agent||', '# Generalized Principal-Agent Problem with a Learning Agent[∗]', 'The agent could have done better by deviating to different actions given different recommendations from the algorithm. This means', 'Generalized Principal-Agent Problem with a Learning Agent \n\nIn each round t = 1, . . . , T :', 'Agent’s learning problem. The agent’s learning problem can be regarded as a contextual multiarmed bandit problem (Tyler Lu et al., 2010) where A is the set of arms, and a signal s[t] ∈ S serves as a context that affects the utility of each arm a ∈ A. The agent picks an arm to pull based on the current context s[t] and the historical information about each arm under different contexts, adjusting its strategy over time based on the feedback collected after each round.']","The agent uses an algorithm that learns from history, including signals, actions, and utility feedback.",The agent uses some adaptive algorithm to learn from history which action to take.,0.699999999965,1.0,1.0,0.8689632613601925
"Are the complexities of membership problems for the class $\langle\mathbf{S T}, \mathbf{S F}, \mathbf{L e n}\rangle$ known?","['**1.3.2 Membership in the space classes** \n\nIn view of Theorem 1.3 it is natural to ask for the complexity of checking whether a given (non)deterministic finite automaton accepts a language from ⟨ **ST** _,_ **Len** ⟩ or ⟨ **LI** _,_ **Len** ⟩, respectively. - Both problems are shown in [ **43** ] to be NL-complete for deterministic automata and Pspace complete for nondeterministic automata. We remark that for the class ⟨ **ST** _,_ **SF** _,_ **Len** ⟩ from Theorem 1.4 the complexities of the corresponding membership problems are open.', '- _(1) If L_ ∈⟨ **ST** _,_ **Len** ⟩ _then_ F[r] _L_[(] _[n]_[)][=][O(][1][)] _[.]_ \n\n- _(2) If L_ ∉ ⟨ **ST** _,_ **Len** ⟩ _then_ F[r] _L_[(] _[n]_[)][=][Ω][∞][(][log log] _[ n]_[)] _[.]_ \n\n- _(3) If L_ ∈⟨ **ST** _,_ **SF** _,_ **Len** ⟩ _then_ F[r] _L_[(] _[n]_[)][=][O(][log log] _[ n]_[)] _[.]_ \n\n- _(4) If L_ ∉ ⟨ **ST** _,_ **SF** _,_ **Len** ⟩ _then_ F[r] _L_[(] _[n]_[)][=][Ω][∞][(][log] _[ n]_[)] _[.]_ \n\n- _(5) If L_ ∈⟨ **LI** _,_ **Len** ⟩ _then_ F[r] _L_[(] _[n]_[)][=][O(][log] _[ n]_[)] _[.]_ \n\n- _(6) If L_ ∉ ⟨ **LI** _,_ **Len** ⟩ _then_ F[r] _L_[(] _[n]_[)][=][Ω][∞][(] _[n]_[)] _[.]_ \n\nPoints (1) and (5) already hold in the deterministic setting, see Theorem 3.3. In the next sections we prove points (2), (3), (4), and (6).', '_(ii) If L_ ∉ ⟨ **ST** _,_ **Len** ⟩ _then FL_[0][(] _[n]_[)] _[and][ F] L_[1][(] _[n]_[)] _[are]_[ Ω][∞][(][log] _[ n]_[)] _[.] (iii) If L_ ∈⟨ **LI** _,_ **Len** ⟩ _then FL_[0][(] _[n]_[)] _[and][ F] L_[1][(] _[n]_[)] _[are]_[ O(][log] _[ n]_[)] _[.] (iv) If L_ ∉ ⟨ **LI** _,_ **Len** ⟩ _then FL_[0][(] _[n]_[)] _[and][ F] L_[1][(] _[n]_[)] _[are]_[ Ω][∞][(] _[n]_[)] _[.]_', '> 2 For the results presented in this section, one could equivalently define **ST** as the class of all languages Σ[∗] _w_ without taking the Boolean closure.', 'For _F_[0][and] _[ F]_[1][a statement analogous to Lemma 4.4 does not hold, i.e., the classes] _L_[(] _[n]_[)] _L_[(] _[n]_[)] { _L_ ⊆ Σ[∗] | F[i] _L_[(] _[n]_[)][=][O(] _[s]_[(] _[n]_[))}][for][ i][∈{][0] _[,]_[ 1][}][and a function] _[ s]_[(] _[n]_[)][do not form a Boolean algebra.] To see this, consider the language _L_ = {$ _w_ # _w_ : _w_ ∈{0 _,_ 1}[∗] }. It is easy to see that _FL_[1][(] _[n]_[)][=] O(log _n_ ). On the other hand, every true-biased randomized (in fact, every nondeterministic) communication protocol for EQ _n_ (over the domain {1 _, . . . , n_ }) has cost Ω(log _n_ ) [ **84, Chapter 5** ]. _F_[1][=] _[ F]_[0][=][Ω][∞][(] _[n]_[)][, where Σ][ =][{][0] _[,]_[ 1] _[,]_[ $] _[,]_[ #][}][.] This implies Σ[∗] \\ _L_[(] _[n]_[)] _L_[(] _[n]_[)]']","The complexities of the corresponding membership problems for the class $\langle \mathbf{S T}, \mathbf{S F}, \mathbf{L e n} \rangle$ are open.","No, they are open.",0.8666666666377778,1.0,0.5,0.0
Can regular languages be recognized using constant space in streaming algorithms?,"['**1.3.7 Language recognition in the classical streaming model** \n\nWhereas language recognition in the sliding window model has been neglected prior to our work, there exists some work on streaming algorithms for formal languages in the standard setting, where the streaming algorithm reads an input word _w_ and at the end has to decide whether _w_ belongs to some language. Clearly, for regular languages, this problem can be solved in constant space. Streaming algorithms for various subclasses of context-free languages have been studied in [ **10** , **38** , **63** , **69** , **72** ]. Related to this is the work on querying XML documents in the streaming model [ **11** , **67** , **85** ].', '**A B S T R AC T.** We study the space complexity of the following problem: For a fixed regular language _L_ , we receive a stream of symbols and want to test membership of a sliding window of size _n_ in _L_ . For deterministic streaming algorithms we prove a trichotomy theorem, namely that the (optimal) space complexity is either constant, logarithmic or linear, measured in the window size _n_ . Additionally, we provide natural language-theoretic characterizations of the space classes. We then extend the results to randomized streaming algorithms and we show that in this setting, the space complexity of any regular language is either constant, doubly logarithmic, logarithmic or linear', 'Most papers on streaming algorithms make use of randomness. For many problems, randomized streaming algorithms are more space efficient than deterministic streaming algorithms; see e.g. [ **3** ] and the remarks at the beginning of Section 4. So, it is natural to consider randomized sliding window algorithms for regular languages. Our randomized sliding window algorithms have a two-sided or one-sided error of 1/3 (any constant error probability below 1/2 would yield the same results). For a one-sided error we obtain exactly the same space trichotomy for regular languages as for deterministic algorithms (Theorem 4.18). This changes if we allow a two-sided error', '**Key words and phrases** \n\nRegular Languages, Streaming Algorithms, Sliding Window Model \n\n**Moses Ganardi** _**[a]**_ � � **Danny Hucke** _**[b]**_ � **Markus Lohrey** _**[b]**_ � � **Konstantinos Mamouras** _**[c]**_ � \n\n**Tatiana Starikovskaya** _**[d]**_ � \n\n**a** Max Planck Institute for Software Systems (MPI-SWS), Kaiserslautern, Germany \n\n**b** Universit ̈at Siegen, Germany **c** Rice University, Houston, USA **d** DI/ENS, PSL Research University, Paris, France', '- **[34] Joan Feigenbaum** , **Sampath Kannan** , **Martin Strauss** , **and Mahesh Viswanathan** . Testing and spot-checking of data streams. _Algorithmica_ , 34(1):67–80, 2002. DOI (6) \n\n- **[35] Joan Feigenbaum** , **Sampath Kannan** , **and Jian Zhang** . Computing diameter in the streaming and sliding-window models. _Algorithmica_ , 41(1):25–41, 2005. DOI (9) \n\n- **[36] Philippe Flajolet** . Approximate counting: A detailed analysis. _BIT_ , 25(1):113–134, 1985. (35) \n\n- **[37] Nissim Francez and Michael Kaminski** . An algebraic characterization of deterministic regular languages over infinite alphabets. _Theor. Comput. Sci._ 306(1-3):155–175, 2003. (71)']","Yes, for regular languages, the problem can be solved in constant space using streaming algorithms.","Yes, for regular languages, this problem can be solved in constant space.",0.9999999999666667,1.0,1.0,0.8582469394433158
